id,benchmark,function,passes,wcet
140,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - tailcallelim",129846
141,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - lower-expect",129846
142,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - mem2reg,loop-unroll<O3>",216026
143,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - loop(loop-deletion)",216026
144,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - correlated-propagation",129846
145,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - gvn",129846
146,ns/ns,foo,"mem2reg,loop-unroll<O3> - reassociate",230926
147,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - adce",129846
148,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - callsite-splitting",129846
149,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - sroa",129846
150,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - gvn - instsimplify",129846
151,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - pgo-memop-opt",129846
152,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - bdce",129846
153,ns/ns,foo,"mem2reg,loop-unroll<O3> - slp-vectorizer",230926
154,ns/ns,foo,"reassociate",367696
155,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - loop-load-elim",129846
156,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - alignment-from-assumptions",129846
157,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - loop-simplify",129846
158,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - gvn - loop(loop-idiom)",216026
159,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - aggressive-instcombine",129846
160,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - adce",129846
161,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - no-op-function",129846
162,ns/ns,foo,"mem2reg,loop-unroll<O3> - sccp",230926
163,ns/ns,foo,"mem2reg,loop-unroll<O3> - loop(loop-deletion)",230926
164,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn",129846
165,ns/ns,foo,"mem2reg,loop-unroll<O3> - loop(loop-idiom)",230926
166,ns/ns,foo,"mem2reg,loop-unroll<O3> - pgo-memop-opt",230926
167,ns/ns,foo,"loop-simplify",367696
168,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - adce",129846
169,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - lcssa",216026
170,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - loop-mssa(licm)",215696
171,ns/ns,foo,"mem2reg,loop-unroll<O3> - sroa",230926
172,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - sroa",129846
173,ns/ns,foo,"mem2reg,loop-unroll<O3> - lcssa",230926
174,ns/ns,foo,"loop(loop-idiom)",422376
175,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - reassociate",129846
176,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - instsimplify",129846
177,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - loop-load-elim",129846
178,ns/ns,foo,"mem2reg,loop-unroll<O3> - loop-mssa(licm)",212596
179,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - mem2reg,loop-unroll<O3>",216026
180,ns/ns,foo,"lcssa",422376
181,ns/ns,foo,"mem2reg,loop-unroll<O3> - jump-threading",199926
182,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - lcssa",216026
183,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - mem2reg",129846
184,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - slp-vectorizer",129846
185,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - adce",129846
186,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - tailcallelim",129846
187,ns/ns,foo,"mem2reg,loop-unroll<O3> - div-rem-pairs",230926
188,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - jump-threading",129846
189,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - dse",129846
190,ns/ns,foo,"sccp",367696
